run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,ensemble_op,ensemble_left,ensemble_right,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_default,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@default,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.05,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.05,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.10,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.10,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.15,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.15,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.20,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.20,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.25,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.25,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.30,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.30,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_default,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@default,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.05,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.05,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.10,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.10,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.15,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.15,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.20,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.20,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.25,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.25,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.30,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.30,ensemble,,direct,20,34,14,20,6,1.1333333333333333,0.4117647058823529,0.7,0.5185185185185185,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.40,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.40,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.40,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.40,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.45,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.45,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.45,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.45,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.50,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.50,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.50,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.50,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.55,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.55,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.60,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.60,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.35,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.35,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.40,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.40,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.45,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.45,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.50,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.50,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.55,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.55,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__al_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30_0.60,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_ctx16k_v5_b1_pilot30@0.60,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_default,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@default,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.05,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.05,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.10,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.10,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.15,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.15,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.20,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.20,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.25,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.25,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_AND__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.35__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.30,,pairwise_ensemble,mixed,mixed,False,30,,True,,AND,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.35,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.30,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
ensemble_OR__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.40__v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30_0.45,,pairwise_ensemble,mixed,mixed,False,30,,True,,OR,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.40,v3_social_signal_experiment_social_signal_v5_think_false_qwen36_35b_iq3_v5_b1_pilot30@0.45,ensemble,,direct,20,35,14,21,6,1.1666666666666667,0.4,0.7,0.509090909090909,0.6183333333333334,0.5077777777777778,0.5238095238095238,0.8461538461538461,0.6470588235294118,13,21,11,0.8461538461538461,10,2
