dataset_row_id,title,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
308,Пять жителей Горловки пострадали в результате боевых действий со стороны Украины,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
312,Новак обсудил с министром торговли Турции перспективы экономического сотрудничества,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
314,Путин поручил проработать вопрос о целесообразности введения экспортных пошлин на рыбу,consumer_price_index;industrial_production_index,industrial_production_index,industrial_production_index,,consumer_price_index,2,1,0.6666666666666666,0.5,True
316,Stellantis во II квартале сократил продажи в США на 10%,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
337,Оренбургский губернатор сообщил о попытке атаки БПЛА на предприятие,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
338,"""Уралмашзавод"" за 9 месяцев увеличил чистую прибыль по РСБУ в 2,4 раза",enterprises_count;industrial_production_index,enterprises_count,enterprises_count,,industrial_production_index,2,1,0.6666666666666666,0.5,True
354,"Военные США преследуют нефтяной танкер, связанный с Венесуэлой",crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
355,Инвесторам в МТОР в ДФО компенсируют до 100% ставки ЦБ по инфраструктурным кредитам,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
378,"Cochilco повысила прогноз цен на медь до $4,45 за фунт в 2025 году и до $4,55 в 2026 году",consumer_price_index;industrial_production_index,consumer_price_index,consumer_price_index,,industrial_production_index,2,1,0.6666666666666666,0.5,True
381,СК России возбудил уголовное дело по факту гибели подростка в Подмосковье,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
396,ФАС выявила сговор на торгах по поставке жизненно важных лекарств,consumer_price_index;crime_count,consumer_price_index,consumer_price_index,,crime_count,2,1,0.6666666666666666,0.5,True
398,"Более 24 БПЛА сбито в Севастополе, ранен ребенок",crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
404,Российские производители мяса озабочены резким ростом импорта курятины из Китая,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
406,Жительница Грайворонского округа пострадала в результате атаки дрона,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
413,"МЧС уточнило, что при опрокидывании ""вахтовки"" в Якутии погибли 13 человек",crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
449,"Выручка ГК ""Русагро"" в IV квартале выросла на 19%, до 141,6 млрд руб., в 2024 г - на 20%, до 367 млрд руб.",enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
451,Американская Exxon сократит 2 тыс. рабочих мест в рамках реорганизации,enterprises_count;unemployment_rate,enterprises_count,enterprises_count,,unemployment_rate,2,1,0.6666666666666666,0.5,True
457,В Кузбассе все шахты возобновили работу после энергоаварии,industrial_production_index;unemployment_rate,industrial_production_index,industrial_production_index,,unemployment_rate,2,1,0.6666666666666666,0.5,True
466,"Фондовые рынки Европы выросли вслед за акциями оборонных компаний, Stoxx Europe 600 обновил рекорд",enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
474,Toyota намерена инвестировать в Китай $2 млрд,enterprises_count;industrial_production_index,enterprises_count,enterprises_count,,industrial_production_index,2,1,0.6666666666666666,0.5,True
476,Несколько электроподстанций повреждены при атаке БПЛА в Крыму,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
477,"Что произошло за день: среда, 22 октября",consumer_price_index;crime_count,crime_count,crime_count,,consumer_price_index,2,1,0.6666666666666666,0.5,True
480,В Грузии усилят борьбу с незаконной миграцией,crime_count;international_inflow,international_inflow,international_inflow,,crime_count,2,1,0.6666666666666666,0.5,True
492,Минпромторг предложил ограничить госзакупки импортных дизелей для поддержки двигателестроителей,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
498,"В компании ""УАЗ"" заявили, что пожар в индустриальном парке не повлиял на работу предприятий",air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
505,FT отметила быстрый рост возобновляемой энергетики на Ближнем Востоке,air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
522,Операция против Ирана может помешать международным спортивным мероприятиям,crime_count;international_inflow,international_inflow,international_inflow,,crime_count,2,1,0.6666666666666666,0.5,True
529,"Совкомбанк получил суборд из ФНБ под проект ВСМ на 29,6 млрд рублей",enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
533,США запускают серийное производство модернизированной мощной ядерной авиабомбы,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
537,"""РусГидро"" получило контроль в операторе геотермального проекта ""Зарубежнефти"" на Камчатке",air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
539,В больнице Видного остаются четверо пострадавших от атак БПЛА,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
581,Число пострадавших из-за атаки БПЛА в Курске увеличилось до десяти человек,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
587,Президент Ирана предложил перенести столицу из Тегерана,air_pollution;housing_area_per_capita,air_pollution,air_pollution,,housing_area_per_capita,2,1,0.6666666666666666,0.5,True
591,Французская судоходная CMA CGM купила долю в американском производителе биогаза,air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
593,Нефтяные компании передумали строить НПЗ в Ненецком автономном округе,enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
600,"МИД Франции заявил, что наступление Израиля еще больше ухудшит ситуацию в Газе",crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
605,Индекс потребдоверия в США в апреле упал до минимума с июня 2022 года,consumer_price_index;real_income_index,consumer_price_index,consumer_price_index,,real_income_index,2,1,0.6666666666666666,0.5,True
611,"На Кубе миллион человек остаются две недели без света после урагана ""Мелисса""",housing_area_per_capita;industrial_production_index,industrial_production_index,industrial_production_index,,housing_area_per_capita,2,1,0.6666666666666666,0.5,True
615,Лавров и Белоусов доложили Путину о несоблюдении Киевом моратория на удары по энергообъектам,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
625,Женщина ранена в Брянской области после атаки БПЛА,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
626,"Военные РФ нанесли удары по портовым сооружениям, энергоинфраструктуре и хранилищам горючего ВСУ",crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
648,"Brent подешевела до $64,31 за баррель",consumer_price_index;industrial_production_index,consumer_price_index,consumer_price_index,,industrial_production_index,2,1,0.6666666666666666,0.5,True
674,На иностранцев в России за год составили более 3 млн административных протоколов,crime_count;international_inflow,international_inflow,international_inflow,,crime_count,2,1,0.6666666666666666,0.5,True
676,Премьер-министр Дании не исключает любых версий инцидента с дронами в аэропорту столицы,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
678,Десять человек стали жертвами стрельбы в школе в Канаде,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
679,Минздрав выдал разрешение для противоопухолевой мРНК-вакцины Центра Блохина,hospitals;life_expectancy,hospitals,hospitals,,life_expectancy,2,1,0.6666666666666666,0.5,True
684,"УК сети клиник ""Мать и дитя"" ожидает в 2025 году роста выручки на 28%",enterprises_count;hospitals,enterprises_count,enterprises_count,,hospitals,2,1,0.6666666666666666,0.5,True
689,Здание больницы в калужском Козельске повреждено в результате атаки БПЛА,crime_count;hospitals,crime_count,crime_count,,hospitals,2,1,0.6666666666666666,0.5,True
701,Росприроднадзор допустил взыскание ущерба от утечки мазута в Керченском проливе через суд,air_pollution;wastewater_discharge,wastewater_discharge,wastewater_discharge,,air_pollution,2,1,0.6666666666666666,0.5,True
710,"Нанесены удары по объектам ж/д инфраструктуры, по которым перебрасывали вооружения для ВСУ",crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
715,В Волгореченске после атаки БПЛА школы и детские сады закрыли на сутки,crime_count;preschool_coverage,crime_count,crime_count,,preschool_coverage,2,1,0.6666666666666666,0.5,True
717,"Более 87% детей иностранцев, подавших заявки, не зачислены в российские школы в 2025",international_inflow;preschool_coverage,international_inflow,international_inflow,,preschool_coverage,2,1,0.6666666666666666,0.5,True
726,Не менее 14 человек погибли в Мексике в столкновениях после гибели лидера наркокартеля,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
734,Индекс потребдоверия в США в августе упал сильнее прогноза,consumer_price_index;real_income_index,consumer_price_index,consumer_price_index,,real_income_index,2,1,0.6666666666666666,0.5,True
748,"Два человека стали жертвами обстрелов в Херсонской области, шестеро ранены",crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
752,Власти Болгарии ждут помощи ЕС в тушении сотен лесных пожаров,air_pollution;life_expectancy,air_pollution,air_pollution,,life_expectancy,2,1,0.6666666666666666,0.5,True
771,"Патрушев предложил увеличить число портов в Арктике и на Дальнем Востоке, куда разрешен заход иностранных туристских судов",industrial_production_index;international_inflow,international_inflow,international_inflow,,industrial_production_index,2,1,0.6666666666666666,0.5,True
808,"Нанесён удар по заводу по производству БПЛА и энергообъектам, используемым в интересах ВПК Украины",crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
835,Минфин РФ оценил влияние повышения НДС на инфляцию в 1 процентный пункт,consumer_price_index;real_income_index,consumer_price_index,consumer_price_index,,real_income_index,2,1,0.6666666666666666,0.5,True
844,"Обжалован арест главы совета директоров ""Корпорации СТС"" Татьяны Черных",crime_count;enterprises_count,enterprises_count,enterprises_count,,crime_count,2,1,0.6666666666666666,0.5,True
867,"""АвтоВАЗ"" снизил план продаж Lada в феврале на 15%",enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
871,"Иранское агентство ""Тасним"" сообщает, что в Тегеране вновь слышны взрывы",crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
872,Глава МАГАТЭ попросил о временном прекращении огня для устранения ущерба на ЗАЭС,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
877,"Герасимов заявил, что по объектам ВПК и энергетики Украины наносятся ответные массированные удары",crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
879,Семь американских военных получили ранения в ходе операции в Венесуэле,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
881,Отклонение экономики России вверх от траектории сбалансированного роста уменьшается,consumer_price_index;industrial_production_index,industrial_production_index,industrial_production_index,,consumer_price_index,2,1,0.6666666666666666,0.5,True
883,Иностранцев по прибытии в Россию предлагается проверять на гепатит С,international_inflow;life_expectancy,international_inflow,international_inflow,,life_expectancy,2,1,0.6666666666666666,0.5,True
901,Два человека пострадали при ракетном ударе по Белгороду,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
902,Пилот разбившегося в 2024 году на Колыме вертолета предстанет перед судом,crime_count;life_expectancy,crime_count,crime_count,,life_expectancy,2,1,0.6666666666666666,0.5,True
906,"Мурашко заявил, что 25,4% населения РФ к 2030 г. составят люди в возрасте 60 лет и старше",life_expectancy;population_size,life_expectancy,life_expectancy,,population_size,2,1,0.6666666666666666,0.5,True
917,США представили первый построенный для Финляндии истребитель F-35A,crime_count;industrial_production_index,industrial_production_index,industrial_production_index,,crime_count,2,1,0.6666666666666666,0.5,True
929,Google будет закупать энергию с термоядерной электростанции в Вирджинии,air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
931,В Манчестере в Йом Кипур совершено нападение на людей у синагоги,crime_count;mortality_rate,crime_count,crime_count,,mortality_rate,2,1,0.6666666666666666,0.5,True
935,"В ""АвтоВАЗе"" заявили, что индексация цен на Lada в 2026 г. должна учитывать НДС и рост себестоимости",consumer_price_index;industrial_production_index,consumer_price_index,consumer_price_index,,industrial_production_index,2,1,0.6666666666666666,0.5,True
939,В Орловской области после атаки БПЛА произошло возгорание на объектах ТЭК,air_pollution;industrial_production_index,industrial_production_index,industrial_production_index,,air_pollution,2,1,0.6666666666666666,0.5,True
946,"Суд запретил экс-предправления московского банка ""Легион"" Сокеркину выезжать из РФ",crime_count;enterprises_count,enterprises_count,enterprises_count,,crime_count,2,1,0.6666666666666666,0.5,True
969,Гросси не видит возможности выяснить происхождение найденных на ЗАЭС обломков БПЛА,crime_count;industrial_production_index,crime_count,crime_count,,industrial_production_index,2,1,0.6666666666666666,0.5,True
971,Генпрокуратура планирует взыскать в доход РФ нефтебазу семьи госсекретаря Дагестана,crime_count;enterprises_count,enterprises_count,enterprises_count,,crime_count,2,1,0.6666666666666666,0.5,True
972,"Акции ""Группы Русагро"" упали на 15,6% на новостях об обысках в компании",crime_count;enterprises_count,enterprises_count,enterprises_count,,crime_count,2,1,0.6666666666666666,0.5,True
984,"Путин прибыл в Самару, где проведет совещание, посетит предприятие и встретится с губернатором",enterprises_count;industrial_production_index,industrial_production_index,industrial_production_index,,enterprises_count,2,1,0.6666666666666666,0.5,True
998,Иркутская электросетевая компания в I квартале недополучила 800 млн руб. из-за запрета майнинга,enterprises_count;industrial_production_index,enterprises_count,enterprises_count,,industrial_production_index,2,1,0.6666666666666666,0.5,True
388,Более 20 ученых будут искать эффективные методы утилизации мазута на Кубани,air_pollution,air_pollution;wastewater_discharge,air_pollution,wastewater_discharge,,1,2,0.6666666666666666,0.5,True
419,В Китае в декабре рост розничных продаж и промпроизводства ускорился,industrial_production_index,industrial_production_index;unemployment_rate,industrial_production_index,unemployment_rate,,1,2,0.6666666666666666,0.5,True
481,Пять выбросов мазута обнаружили на побережье Крыма за сутки,air_pollution,air_pollution;wastewater_discharge,air_pollution,wastewater_discharge,,1,2,0.6666666666666666,0.5,True
531,"Чистая прибыль Калужского завода ""Кристалл"" в I квартале выросла на 37%",enterprises_count,enterprises_count;industrial_production_index,enterprises_count,industrial_production_index,,1,2,0.6666666666666666,0.5,True
567,"Золоторудная компания ""Павлик"" открыла месторождение с запасами 43 т золота",industrial_production_index,enterprises_count;industrial_production_index,industrial_production_index,enterprises_count,,1,2,0.6666666666666666,0.5,True
875,"Племянник Карапетяна заявил о давлении властей Армении на компании группы ""Ташир""",enterprises_count,crime_count;enterprises_count,enterprises_count,crime_count,,1,2,0.6666666666666666,0.5,True
908,"Ford выделит 4,4 млрд евро на помощь германскому подразделению",enterprises_count,enterprises_count;industrial_production_index,enterprises_count,industrial_production_index,,1,2,0.6666666666666666,0.5,True
963,"ВВП Германии во II квартале сократился на 0,1% кв/кв, как и ожидалось",industrial_production_index,consumer_price_index;industrial_production_index,industrial_production_index,consumer_price_index,,1,2,0.6666666666666666,0.5,True
282,"ВЭБ и ПСБ выдадут синдицированный кредит на 24 млрд руб. на электромобиль ""Атом""",enterprises_count;industrial_production_index,enterprises_count;industrial_production_index,enterprises_count;industrial_production_index,,,2,2,1.0,1.0,False
335,Мурманский губернатор предупредил о трудностях регионов Арктики после повышения МРОТ,living_wage;per_capita_income,living_wage;per_capita_income,living_wage;per_capita_income,,,2,2,1.0,1.0,False
12,"Цены на бензин в РФ с 17 по 23 июня выросли на 0,22%",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
25,Польша открыла дополнительные пункты пропуска на границе с Белоруссией,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
26,В МИД РФ связали атаку беспилотников с визитом генсека ОБСЕ в Москву,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
32,Армия обороны Израиля сообщила о новой ракетной атаке Ирана,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
33,"Oersted спишет $1,7 млрд из-за роста ставок, обесценения земли и проблем в ветроэнергетике в США",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
34,"США разрешили Venture Globаl допэкспорт 0,5 млрд куб. м СПГ в год с проекта Calcasieu Pass",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
36,В Венгрии открыли новое месторождение нефти,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
40,"""Газпром"" и ""ЛУКОЙЛ"" ликвидируют сбытовое СП ""Газ-Ойл Трейдинг""",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
42,"РФ к концу 2025 года введет в оборот около 3 млн га по программе ""Земля""",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
43,США возобновили атаки на Йемен,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
44,Страны ОПЕК+ обсуждают увеличение добычи в ноябре на 137 тыс. б/с или более,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
46,"Чистая прибыль ""Интер РАО"" по МСФО в I полугодии выросла на 4,3%, до 82,9 млрд руб.",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
52,Глава Минпромторга сообщил о запросах из-за рубежа на поставки Ил-76,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
54,Срок предоставления рыбных инвестквот предлагается продлить с 15 до 20 лет,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
58,Миротворцы ООН обнаружили широкую сеть тоннелей с вооружением на юге Ливана,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
60,"Мировые цены на продовольствие в июле выросли на 1,6%",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
64,Отец и сын Васины арестованы по делу о покушении на генерала Алексеева,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
67,"Нефть усилила падение, Brent теряет 5,6% и торгуется у $70,8 за баррель",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
71,"ОПЕК сохранила прогноз роста добычи нефти в странах не-ОПЕК+ в 2025 г. на 0,81 млн б/с",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
72,В правительстве заявили о готовности предложить Китаю поставки авиакомплектующих,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
73,"Суд по заявлению АСВ признал банкротом экс-предправления банка ""Холдинг-кредит"" Горош",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
77,"""Полюс"" увеличил EBITDA на 49% в 2024 году, до $5,7 млрд - лучше прогноза",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
78,Производитель электромобилей Lucid сократил квартальный чистый убыток,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
79,Mercedes-Benz в III квартале снизил продажи автомобилей на 12%,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
85,"В ""Южной"" группировке сообщили о поражении 63 пунктов дислокации и блиндажей ВСУ",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
86,Костин не увидел большого пространства для дальнейшего укрепления рубля,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
89,В РФ изменят процедуру контроля за соблюдением требований к проведению экзамена для мигрантов,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
92,"Суд по иску конкурсного управляющего российского ""Гугла"" взыскал с Google Ireland Limited 101,6 млрд руб.",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
93,"Минобороны РФ сообщило о продвижении группировки ""Восток"" в глубину обороны ВСУ",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
94,Газпромбанк увеличил годовую чистую прибыль по МСФО до 195 млрд рублей,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
95,Военные заявили о продвижении в Запорожской и Днепропетровской областях,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
97,Цивилев заявил об обсуждении вхождения Китая в СПГ-проекты в РФ на саммите в Кремле,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
98,Финская Gasum завершила первую бункеровку СПГ рядом с НПЗ Порвоо,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
102,По итогам 2024-2025 годов Индия вошла в топ-10 стран по въездному в РФ туризму,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
105,Инвестиции в нефтегазовый сектор Норвегии достигнут пика в 2025 г. и снизятся в 2026 г.,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
107,Россия в 2025 году увеличила выручку от экспорта чая на 11%,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
109,Штрафы за нарушение границы РФ предлагается увеличить,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
111,Рост цен на новые автомобили в США из-за пошлин может составить до $15 тысяч,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
114,"В Минске заявили, что дальнейшие переговоры с Литвой по границе будут идти на уровне МИД",international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
123,Palo Alto Networks покупает поставщика решений для кибербезопасности CyberArk,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
125,"Цены на хлеб в РФ в ноябре выросли на 0,7%, курятина подешевела на 0,2%",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
127,"ФНС сообщила, что активы российского бизнеса в ОАЭ превысили 1 трлн рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
133,Президент и госсекретарь США внимательно следят за конфликтом Таиланда и Камбоджи,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
138,Власти Севастополя национализировали имущество ряда компаний и физлиц,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
139,"Глава МАГАТЭ отметил, что уровень радиации в регионе Персидского залива в норме",air_pollution,air_pollution,air_pollution,,,1,1,1.0,1.0,False
142,ЦБ задумался о смягчении требований по инвестпроектам с госдолей,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
150,"Путин заявил, что Часов Яр был взят под контроль несколько дней назад",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
152,"В Туле оцепили часть улицы, где найдены опасные обломки БПЛА",crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
154,"NBC сообщил о задержании в США почти 1,2 тыс. нелегалов в воскресенье",international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
157,"""СПБ биржа"" сообщила о регуляторных сложностях с запуском торгов заблокированными акциями",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
158,Brent остается в минусе и торгуется у $69 за баррель,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
160,Украинец и россиянин осуждены за подготовку теракта против военнослужащего,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
162,В Британии рассчитывают справиться с разливом топлива в Северном море,air_pollution,air_pollution,air_pollution,,,1,1,1.0,1.0,False
170,В России проинфляционные риски по-прежнему преобладают над дезинфляционными,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
171,Польская PERN договорилась о подключении к трубопроводной системе НАТО,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
174,Глава Совета судей готов предоставить пояснения в суде по иску Генпрокуратуры,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
185,Под российский контроль перешло село Иванополье в ДНР,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
197,В Москве заявили о готовности принимать туристов из США при возобновлении авиасообщения,international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
201,Путин сообщил о сотрудничестве с Индией в производстве вооружений,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
205,Производитель электрогрузовиков Nikola подал заявление о банкротстве,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
207,Более 160 тонн загрязненного мазутом грунта вывезли с пляжей Севастополя,air_pollution,air_pollution,air_pollution,,,1,1,1.0,1.0,False
215,В ОДКБ призвали к дипломатическому урегулированию афгано-пакистанского конфликта,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
217,"Экспорт продукции АПК из России в январе-июле снизился на 14,2%",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
218,ФАС изучит обоснованность закупок региональных госкомпаний у единственного поставщика,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
220,Число физлиц с брокерскими счетами на Мосбирже в марте выросло на 280 тыс.,enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
223,"""Коммерсантъ"" сообщил о возможном повышении тарифов на передачу электроэнергии в 4 регионах",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
225,"Рост цен на бензин в РФ с 11 по 17 февраля ускорился до 0,21%",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
227,Промышленный PMI в Китае в июле неожиданно снизился,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
228,"Производство пива и пивных напитков в РФ в январе-феврале выросло на 5,7%",industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
232,Восемь дронов ВСУ сбито над Крымом и Брянской областью,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
234,"РСТ заявил, что обострение конфликта между Таиландом и Камбоджей не повлияло на отдых россиян",international_inflow,international_inflow,international_inflow,,,1,1,1.0,1.0,False
237,Китай в 2025 году снизил импорт нефти из РФ на 7%,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
240,"Оборот ювелирного холдинга Sokolov в 2024 году вырос на 34%, до 68,1 млрд рублей",enterprises_count,enterprises_count,enterprises_count,,,1,1,1.0,1.0,False
244,Российские военные отразили две атаки ВСУ с целью прорыва в Купянск,crime_count,crime_count,crime_count,,,1,1,1.0,1.0,False
245,Решетников ожидает восстановления экономики РФ в конце этого года или в 2027 году,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
247,В I чтении принят проект об увеличении сроков геологоразведки для двух районов ХМАО,industrial_production_index,industrial_production_index,industrial_production_index,,,1,1,1.0,1.0,False
253,ЦБ РФ рассмотрит вопрос о ставке,consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
254,"Прогноз по инфляции в РФ в 2025 году повышен с 4,5% до 7,6%",consumer_price_index,consumer_price_index,consumer_price_index,,,1,1,1.0,1.0,False
