dataset_row_id,title,section,gold_direct,gold_context,gold_weak,pred,missed_direct,missed_context,missed_weak,extra_pred,n_missed,n_extra,full_text
302,В Туле после гибели пяти человек в октябрьской аварии трамвая возбудили дело о халатности,В России,crime_count;mortality_rate,life_expectancy;industrial_production_index,,crime_count;hospitals;industrial_production_index;mortality_rate,,life_expectancy,,hospitals,1,1,"Трамвай сошел с рельсов из-за плохого контроля за их состоянием, выяснили прокуроры  Москва. 15 января. INTERFAX.RU - Новое уголовное дело возбуждено по факту крупной аварии с участием трамвая и маршрутных такси 31 октября на Пролетарском мосту в Туле, в результате которого 5 человек погибли и более 20 пострадали, сообщила областная прокуратура.  Дело возбуждено по статье о халатности, повлекшей по неосторожности гибель людей (ч.3 ст.293 УК) в отношении неустановленных должностных лиц администрации Тулы, городского управления по транспорту и дорожному хозяйству и МКП ""Тулгорэлектротранс"".  Прокурорская проверка выявила, что трамвай сошел с рельсов произошел из-за ""ненадлежащего исполнения неустановленными должностными лицами обязанностей по осуществлению контроля за содержанием муниципального имущества - рельсовых путей"".  Надзор за расследованием уголовного дела осуществляет прокуратура"
306,"МИД РФ осудил атаку на танкеры, зафрахтованные для перевозки казахстанской нефти",В России,crime_count,life_expectancy;industrial_production_index,enterprises_count,crime_count;enterprises_count;industrial_production_index,,life_expectancy,,,1,0,"Москва. 14 января. INTERFAX.RU - МИД РФ выступил с осуждением атаки, совершенной 13 января украинскими дронами на нефтяные танкеры, зафрахтованные для перевозки казахстанской нефти в интересах иностранных потребителей.  Эта атака была совершена в Черном море недалеко от морского терминала Каспийского трубопроводного консорциума (КТК).  ""Решительно осуждаем очередную террористическую атаку киевского режима на коммерческие гражданские суда, соблюдающие все нормы международного права"", - говорится в комментарии официального представителя МИД РФ Марии Захаровой.  ""Рассматриваем данное варварское нападение как очередное подтверждение тому, что в Киеве не только не заботятся о глобальной энергетической стабильности, но и ни во что не ставят интересы Казахстана, с которым якобы хотят развивать отношения, а также своих американских партнеров - крупнейших акционеров КТК"", - отметила официальный п"
338,"""Уралмашзавод"" за 9 месяцев увеличил чистую прибыль по РСБУ в 2,4 раза",В России,industrial_production_index;enterprises_count,real_income_index,per_capita_income,consumer_price_index;enterprises_count;industrial_production_index,,real_income_index,per_capita_income,consumer_price_index,2,1,"Москва. 6 ноября. INTERFAX.RU - Екатеринбургское ПАО ""Уралмашзавод"" в январе-сентябре 2025 года получило чистую прибыль по РСБУ в размере 2,62 млрд рублей, что в 2,4 раза больше, чем годом ранее, говорится в отчетности компании.  Выручка при этом уменьшилась на 14,3%, до 23,08 млрд рублей.  Основные финансовые показатели ПАО ""Уралмашзавод"" (в тысячах рублей):  Кредиторская задолженность завода сократилась с 33,78 млрд рублей на 31 декабря 2024 года до 24,25 млрд рублей на 30 сентября 2025 года, дебиторская - увеличилась с 32,29 млрд до 36 млрд рублей.  ПАО ""Уралмашзавод"" специализируется на производстве оборудования для горнодобывающей отрасли, металлургии и атомной энергетики. Предприятие входит в состав группы ""УЗТМ-Картэкс""."
343,"Семейную налоговую выплату в 2026 г. получат 7,3 млн работающих родителей двух и более детей",В России,,industrial_production_index,per_capita_income;living_wage;children_benefits,children_benefits;living_wage;per_capita_income,,industrial_production_index,,,1,0,"Москва. 14 октября. INTERFAX.RU - Минтруд РФ рассчитывает, что семейную налоговую выплату в 2026 году получат более 7 млн работающих родителей двух и более детей; в бюджете Социального фонда на 2026 год на эту меру поддержки предусмотрено 119 млрд руб., сообщил министр труда и социальной защиты Антон Котяков на заседании комитета по бюджету и налогам Госдумы во вторник.  По словам министра, по предварительным расчетам дополнительную поддержку получат порядка 7,3 млн работающих родителей двух и более детей. Он уточнил, что в семьях, которые получат дополнительную помощь, воспитываются около 11 млн детей.  Согласно предварительным расчетам, дополнительной поддержкой будут охвачены более 4 млн семей, сообщили в пресс-службе министерства.  При назначении семейной налоговой выплаты будут применяться механизмы социального казначейства: в большинстве случаев для получения достаточно будет одног"
406,Жительница Грайворонского округа пострадала в результате атаки дрона,В России,crime_count,life_expectancy;industrial_production_index;mortality_rate,,consumer_price_index;crime_count;hospitals;internal_departures;life_expectancy,,industrial_production_index;mortality_rate,,consumer_price_index;hospitals;internal_departures,2,3,"Москва. 27 января. INTERFAX.RU - В Грайворонском муниципальном округе Белгородской области обстрелам и атакам беспилотников за ночь подверглись город Грайворон, поселок Горьковский, села Безымено и Новостроевка, сообщил губернатор региона Вячеслав Гладков. На выходных в округе пострадала женщина.  По ним было выпущено ""14 боеприпасов в ходе 3 обстрелов и совершены атаки 5 беспилотников, один из которых сбит системой ПВО"", уточнил он. Повреждены частный дом, автомобиль и линии газо- и электроснабжения.  ""Вчера в медицинское учреждение обратилась женщина, которая получила минно-взрывную травму ночью 26 января в результате сброса взрывного устройства с БПЛА"", - добавил Гладков. Пострадавшая будет лечиться амбулаторно.  Накануне Гладков сообщал, что ночью 26 января в Грайворонском округе вследствие сбросов взрывных устройств с БПЛА в округе повреждены два частных дома, коммерческий объект и "
442,Власти Кузбасса обсуждают с банками отсрочку гашения кредитов для угольщиков,В России,industrial_production_index;enterprises_count,real_income_index,per_capita_income,consumer_price_index;enterprises_count;hospitals;industrial_production_index;living_wage;real_income_index;unemployment_rate,,,per_capita_income,consumer_price_index;hospitals;living_wage;unemployment_rate,1,4,"Москва. 2 апреля. INTERFAX.RU - Власти Кемеровской области ведут с банками переговоры о продлении сроков гашения кредитов угольными компаниями, которые из-за кризиса в отрасли находятся в тяжелой ситуации, сообщил в прямом онлайн-эфире губернатор региона Илья Середюк.  Он рассказал, что в Москве встретился с руководителями кредитных учреждений, ""чтобы ( банки - ИФ ) не сегодня взыскивали суммы, предоставленные нашим организациям, а по прошествии этого сложного периода ( кризиса в угольной отрасли - ИФ ), когда работа на предприятиях наладится"".  По его данным, сейчас в регионе остановили работу 9 угледобывающих предприятий (на начало года таких было восемь). Еще 20 предприятий, сказал губернатор, находятся в ""красной зоне"".  ""Вот эта ""красная зона"" говорит о том, что предприятия работают, но по различным показателям они находятся в очень сложной финансово-экономической ситуации: они уже "
516,Роспотребнадзор не выявил в образцах рыбы из Черного моря несоответствия гигиеническим нормам,В России,enterprises_count;air_pollution,industrial_production_index,wastewater_discharge,air_pollution;consumer_price_index;industrial_production_index,enterprises_count,,wastewater_discharge,consumer_price_index,2,1,"Москва. 24 января. INTERFAX.RU - Специалисты Роспотребнадзора провели 555 исследований рыбы, выловленной в Черном море, и рыбной продукции. Несоответствия гигиеническим нормативам, связанные с загрязнением объектов окружающей среды, не выявлены, заявляют в ведомстве.  ""Для оценки безопасности рыбной продукции, добытой в Черном море, Роспотребнадзор продолжает усиленный контроль на наличие потенциально опасных веществ, в частности, нефтепродуктов (...) К настоящему моменту проведено 555 исследований рыбы и рыбной продукции. Несоответствия гигиеническим нормативам, связанные с загрязнением объектов окружающей среды в рамках чрезвычайной ситуации, не выявлены"", - говорится в сообщении Роспотребнадзора, распространенном в пятницу.  Для проведения проверок задействованы усиленные лаборатории ведомства в Анапе и Ялте.  Кроме того, в ведомстве сообщили, что в настоящее время в Краснодарском кра"
560,"Военные РФ сообщили, что ВСУ ночью атаковали энергообъект на Кубани, обеспечивающий перевалку нефти в КТК",В России,enterprises_count;crime_count,life_expectancy;industrial_production_index,,crime_count;enterprises_count;industrial_production_index,,life_expectancy,,,1,0,"Москва. 19 марта. INTERFAX.RU - Вооружённые силы Украины ночью совершили преднамеренную атаку беспилотниками энергетического объекта в станице Кавказская (Краснодарский край), который обеспечивает перевалку нефти с железнодорожных цистерн в трубопроводную систему международной нефтетранспортной компании Каспийский трубопроводный консорциум (КТК), сообщает министерство обороны РФ.  ""Ночью 19 марта, через несколько часов после завершения российско-американских переговоров на высшем уровне, в том числе решения президента России, принятого по предложению президента США, о временном прекращении ударов по энергетической инфраструктуре, киевский режим совершил преднамеренную атаку с применением трёх БПЛА самолётного типа по расположенному в станице Кавказская (Краснодарского края) объекту энергетической инфраструктуры"", - говорится в сообщении.  Этот объект обеспечивает перевалку нефти с железн"
625,Женщина ранена в Брянской области после атаки БПЛА,В России,crime_count,life_expectancy;hospitals;mortality_rate,,crime_count;hospitals;life_expectancy,,mortality_rate,,,1,0,"Москва. 25 декабря. INTERFAX.RU - В результате атаки БПЛА на Брянскую область пострадала женщина, сообщил губернатор Александр Богомаз.  ""В результате атаки БПЛА в селе Глинищево Брянского района (...) осколочные ранения получила мирная жительница"", - написал глава региона в своем тлеграм-канале.  По его словам, пострадавшая госпитализирована"
629,"""Новабев Групп"" в 2024 году снизила отгрузки алкогольной продукции на 4,2%",Экономика,consumer_price_index;industrial_production_index;enterprises_count,real_income_index,,consumer_price_index;enterprises_count;industrial_production_index,,real_income_index,,,1,0,"Москва. 16 января. INTERFAX.RU - ""Новабев"" , один из ведущих производителей алкоголя в РФ, в 2024 году отгрузила 16,2 млн дал (декалитров) алкогольной продукции, что на 4,2% меньше, чем в 2023 году, сообщила компания.  Продажи собственной продукции уменьшились на 4%, до 12,8 млн дал. ""Снижение произошло за счет низкодоходных марок эконом-сегмента и региональных брендов. На протяжении всего года двузначные темпы роста демонстрировали бренды из сегментов ""премиум"" и выше, что позитивно влияет на финансовые показатели"", - говорится в сообщении.  Согласно пресс-релизу, продажи импортных марок снизились на 4,8% и составили 3,4 млн дал против 3,6 млн дал годом ранее. ""2024 год был непростым для направления импорта, в том числе из-за повышения пошлин на ввоз продукции из недружественных стран, - поясняется в пресс-релизе. - При этом компания удержала высокую планку и показала рост по ряду бренд"
657,Поиски пропавшего вертолета возобновились в Хабаровском крае,В мире,enterprises_count;crime_count;mortality_rate,life_expectancy,,crime_count;hospitals;life_expectancy;mortality_rate,enterprises_count,,,hospitals,1,1,"Москва. 15 июля. INTERFAX.RU - Поиск пропавшего в Хабаровском крае вертолета Ми-8, на борту которого находятся пять человек, возобновился, сообщили ""Интерфаксу"" в штабе поисковой операции во вторник.  ""В 10:43 по местному времени (03:43 по Москве) в район поиска вылет Ми-8 из Охотска"", - сказал собеседник агентства.  Ранее сообщалось , что вертолет Ми-8Т компании ""АПК ""Взлет"" в понедельник выполнял рейс по маршруту Чумикан - Охотск - Магадан; в назначенное время экипаж не вышел на связь, аварийный радиомаяк не сработал. По предварительным данным, на борту пропавшего вертолета находятся три члена экипажа и два технических специалиста.  Поиски вертолета ведутся в гористой местности на северо-востоке Хабаровского края. Вечером в понедельник операция по поиску пропавшего вертолета была приостановлена в связи с наступлением темного времени суток.  Комсомольским-на-Амуре следственным отделом н"
791,"Самозапрет на кредиты оформили на ""Госуслугах"" 13,5 млн россиян",В России,housing_area_per_capita,real_income_index;industrial_production_index,per_capita_income,consumer_price_index;enterprises_count;per_capita_income,housing_area_per_capita,industrial_production_index;real_income_index,,consumer_price_index;enterprises_count,3,2,"Москва. 23 июля. INTERFAX.RU - Самозапрет за выдачу кредитов с 1 марта этого года установили через Единый портал государственных и муниципальных услуг (Госуслуги) более 13,5 млн россиян, сообщил министр цифрового развития, связи и массовых коммуникаций Максут Шадаев.  ""Через ""Госуслуги"" у нас 800 тыс. пользователей запретили совершение сделок с недвижимостью без (их - ИФ) очного присутствия, а с 1 марта 13,5 млн граждан через ""Госуслуги"" установили запрет на оформление кредитов и займов в цифровом виде"", - сказал Шадаев на совещании президента РФ Владимира Путина с членами правительства.  В ходе ПМЭФ-2025 в середине июня вице-премьер Дмитрий Григоренко сообщил журналистам, что самозапрет оформили более 12 млн человек.  Тогда он сообщил, что правительство планирует расширить применение механизмов самозапретов, чтобы предоставить гражданам дополнительные инструменты для защиты в цифровой с"
801,"Сбербанк в ноябре нарастил корпоративные кредиты по РСБУ на 0,4%",Экономика,,real_income_index;housing_area_per_capita;industrial_production_index,per_capita_income,enterprises_count;industrial_production_index;real_income_index,,housing_area_per_capita,per_capita_income,enterprises_count,2,1,"Москва. 9 декабря. INTERFAX.RU - Сбербанк в ноябре нарастил корпоративное кредитование по РСБУ на 0,4% после роста на 2,3% в октябре, сказано в его отчетности.  Корпоративный кредитный портфель по итогам ноября вырос до 30,2 трлн рублей, увеличившись на 0,7% за месяц и на 11,6% с начала года без учета валютной переоценки. За месяц корпоративным клиентам было выдано 1,5 трлн рублей кредитов.  Розничное кредитование в ноябре выросло на 1,4% после роста на 1,5% в октябре. Портфель с начала года увеличился на 6,5% без учета секьюритизации по жилищным кредитам и цессии по автокредитам и составил 18,6 трлн рублей. В ноябре Сбер выдал 588 млрд рублей кредитов.  ""Совокупный кредитный портфель увеличился на 1,0% за месяц в реальном выражении - до 48,8 трлн рублей. Мы наблюдали умеренный рост как в корпоративном сегменте, так и в розничном"", - заявил президент - председатель правления Сбербанка Ге"
1,Путин поручил разработать план подъема двух затонувших в Черном море танкеров,В России,air_pollution,industrial_production_index,wastewater_discharge,air_pollution;consumer_price_index;enterprises_count;hospitals;industrial_production_index,,,wastewater_discharge,consumer_price_index;enterprises_count;hospitals,1,3,"Москва. 9 января. INTERFAX.RU - Президент РФ Владимир Путин поручил подготовить план подъема двух танкеров, затонувших в Черном море, и пресечь утечки из них нефтепродуктов.  ""Нужно все сделать для того, чтобы решить вопрос о прекращении утечек нефтепродуктов из подтопленных танкеров. Далее необходимо уже сейчас подумать и разработать планы подъема этих подтопленных танкеров"", - сказал Путин на совещании с членами правительства РФ.  Он подчеркнул, что это отдельная большая работа, связанная с подготовкой соответствующих специалистов, техники и выделением заранее необходимых финансовых ресурсов.  15 декабря 2024 года в Керченском проливе потерпели крушение танкеры с мазутом ""Волгонефть 212"" и ""Волгонефть 239"", в результате чего произошел разлив топлива. По данным Минтранса РФ, при крушении танкеров были повреждены четыре танка с нефтепродуктами, в море попало около 2,4 тысячи тонн мазута."
70,Число алиментных соглашений в 2024 году увеличилось на 21%,В России,,,divorce_rate;marriage_rate;children_benefits,children_benefits;divorce_rate;per_capita_income,,,marriage_rate,per_capita_income,1,1,"Москва. 21 апреля. INTERFAX.RU - Россияне стали чаще мирно договариваться об алиментах на детей, количество таких соглашений выросло на 21%, сообщили в пресс-службе Федеральной нотариальной палаты (ФНП).  ""В 2024 году нотариусы удостоверили 34 900 таких документов, что на 21% больше, чем годом ранее"", - говорится в сообщении ФНП.  В Палате пояснили, что дистанционный формат удостоверения алиментного соглашения позволяет не встречаться лично с бывшим супругом.  ""Еще один вопрос, который экс-супруги могут мирно решить через нотариуса, - раздел совместно нажитого имущества. Если семья распалась, а брачного договора не было, имущество все еще можно разделить без болезненного похода в суд"", - сказали в ФНП.  По данным нотариусов, за 2024 год удостоверено 26 тыс. соглашений о разделе имущества, приобретенного в браке, что на 5% больше, чем в 2023.  ""Особенно актуальной эта возможность становит"
83,В Петербурге легальным мигрантам запретили работать курьерами,В России,international_inflow;unemployment_rate,,enterprises_count,enterprises_count;international_inflow;international_outflow;unemployment_rate,,,,international_outflow,0,1,"Москва. 11 августа. INTERFAX.RU - Губернатор Петербурга Александр Беглов подписал постановление о запрете привлечения иностранных граждан к работе курьерами, сообщает Смольный в понедельник.  Документ ""О внесении изменений в постановление губернатора Санкт-Петербурга от 28.07.2025 № 60-пг"" расширяет перечень видов экономической деятельности, по которым в 2025 году работодателям в северной столице запрещено привлекать иностранных граждан, работающих на основании патентов.  ""К уже действующему ограничению в сфере такси добавлены виды деятельности, связанные с курьерской доставкой. Принятое решение направлено на борьбу с теневой занятостью, повышение качества и безопасности услуг в курьерском секторе, а также создание новых рабочих мест для российских граждан, в первую очередь - для молодежи и студентов"", - говорится в сообщении.  В нем отмечается, что согласно статистике, иностранные курье"
377,Три человека погибли от отравления угарным газом в Дагестане,В России,industrial_production_index;mortality_rate,life_expectancy,,crime_count;housing_area_per_capita;mortality_rate,industrial_production_index,life_expectancy,,crime_count;housing_area_per_capita,2,2,"Москва. 4 февраля. INTERFAX.RU - Три человека отравились угарным газом в Кайтагском районе Дагестана, сообщил председатель правительства республики Абдулмуслим Абдулмуслимов в понедельник.  ""Причиной стало отравление угарным газом. (...) К сожалению, спасти молодых людей не удалось"", - сказал он.  По словам Абдулмуслимова, в частном доме, где произошла трагедия, было установлено несертифицированное газопотребляющее оборудование - камин иностранного производства."
593,Нефтяные компании передумали строить НПЗ в Ненецком автономном округе,В России,industrial_production_index;enterprises_count;air_pollution,,,consumer_price_index;enterprises_count;industrial_production_index;internal_departures,air_pollution,,,consumer_price_index;internal_departures,1,2,"Это признано экономически нецелесообразным  Москва. 16 октября. INTERFAX.RU - Нефтяные компании не планируют создание на территории Ненецкого автономного округа (НАО) перерабатывающих мощностей, сообщила губернатор НАО Ирина Гехт в эфире радио РБК .  ""Экономически это нецелесообразно ( строительство в регионе нефтеперерабатывающих мощностей - ИФ ), поскольку объемы не такие большие потребления в округе, а во-вторых, понятно, что любое такое производство имеет и побочные продукты, которые тоже надо соответственно утилизировать - например, вывозить мазут, а дороги, по которой это можно было бы делать - нет. (...) Все компании, которые у нас представлены, от этой идеи отказались"", - сказала Гехт.  В июне 2024 года на полях ПМЭФ НАО и ""Зарубежнефть"" подписали соглашение , по условиям которого компания планировала проработать вопрос создания в округе кластера по переработке нефтепродуктов. Та"
689,Здание больницы в калужском Козельске повреждено в результате атаки БПЛА,В России,hospitals;crime_count,life_expectancy,,consumer_price_index;crime_count;hospitals;life_expectancy,,,,consumer_price_index,0,1,"Москва. 15 февраля. INTERFAX.RU - Губернатор Калужской области Владислав Шапша сообщил о последствиях атаки беспилотников на регион в воскресенье.  ""Обломки БПЛА, подавленного над территорией Козельского муниципального округа, незначительно повредили кровлю и остекление ЦМБ 3 ( центральная межрайонная больница - ИФ ) города Козельск"", - написал он в своем канале в Max.  Кроме того, повреждены два припаркованных рядом автомобиля, добавил губернатор.  По его данным, над территорией области в воскресенье утром уничтожено семь дронов."
701,Росприроднадзор допустил взыскание ущерба от утечки мазута в Керченском проливе через суд,В России,air_pollution,,crime_count;wastewater_discharge,air_pollution;consumer_price_index;enterprises_count;industrial_production_index;wastewater_discharge,,,crime_count,consumer_price_index;enterprises_count;industrial_production_index,1,3,"Москва. 18 февраля. INTERFAX.RU - Росприроднадзор рассчитает сумму ущерба от разлива мазута в Керченском проливе сразу же, как только появится техническая возможность это сделать, сообщила глава ведомства Светлана Радионова в Совете Федерации.  При этом она отметила, что если судовладельцы не возместят нанесенный ущерб добровольно, ведомство будет взыскивать сумму через суд.  ""Ущерб будет посчитан, как только будет техническая возможность. Потому что сейчас идут дискуссии по поводу оставшихся частей ( судна - ИФ ), дискуссии по 239-му ( танкеру - ИФ ), по удалению ( мазута - ИФ ), и как только оно будет сделано, мы сможем посчитать. У нас будет четкая сумма, и мы ее предъявим. И дальше наша работа вместе с органами прокуратуры. Я знаю, коллеги с нами уже идут в суд, и мы, естественно, будем, если ущерб до этого не будет погашен, мы, естественно, будем это взыскивать. Это основная наша ра"
717,"Более 87% детей иностранцев, подавших заявки, не зачислены в российские школы в 2025",В России,life_expectancy,,preschool_coverage;enterprises_count,children_benefits;internal_arrivals;international_inflow;preschool_coverage,life_expectancy,,enterprises_count,children_benefits;internal_arrivals;international_inflow,2,3,"Москва. 10 сентября. INTERFAX.RU - В 2025 году в российские школы не были зачислены более 87% несовершеннолетних иностранных граждан, претендующих на обучение; из них большинство - из-за неправильной подачи документов на тестирование, сообщил Рособрнадзор.  ""Рособрнадзор продолжает мониторинг тестирования на знание русского языка несовершеннолетних иностранных граждан, претендующих на зачисление для обучения в российские школы. (...) Всего за апрель-август документы в образовательные организации были поданы на 23 616 детей, имеющих иностранное гражданство"", - говорится в сообщении.  Полный комплект документов был подан только на 8 223 ребенка, которых допустили к тестированию.  ""Проходили тестирование 5 940 детей, из них успешно с ним справились 2 964 - 50%, или 12,6 % от общего количества детей, на которых были поданы документы для обучения в российских школах"", - сообщили в ведомстве. "
771,"Патрушев предложил увеличить число портов в Арктике и на Дальнем Востоке, куда разрешен заход иностранных туристских судов",В России,enterprises_count,industrial_production_index,international_inflow,consumer_price_index;enterprises_count;internal_arrivals;international_inflow,,industrial_production_index,,consumer_price_index;internal_arrivals,1,2,"Москва. 22 июля. INTERFAX.RU - Количество российских портов в Арктике и на Дальнем Востоке, в которые разрешен заход иностранных туристских судов, необходимо увеличить, заявил помощник президента РФ, председатель Морской коллегии Николай Патрушев.  ""Требуется расширение перечня портов в районах внутренних морских вод и территориального моря Российской Федерации, прилегающих к территориям субъектов РФ, входящих в Арктическую зону РФ и Дальневосточного федерального округа, разрешенных для захода иностранных туристских судов"", - сказал Патрушев на заседании Морской коллегии РФ во вторник.  Патрушев отметил рост интереса к организации круизов по побережью и островам Дальневосточного федерального округа и Арктической зоны России ""как со стороны иностранных судовладельцев, так и со стороны российских туристических компаний, владеющих или рассматривающих возможность приобретения современных кру"
808,"Нанесён удар по заводу по производству БПЛА и энергообъектам, используемым в интересах ВПК Украины",В России,industrial_production_index;crime_count,life_expectancy,,crime_count;enterprises_count;industrial_production_index,,life_expectancy,,enterprises_count,1,1,"Москва. 24 января. INTERFAX.RU - Российские военнослужащие ночью нанесли массированный удар по заводу, производящему беспилотники дальнего действия, а также объектам энергетики, используемым в интересах военно-промышленного комплекса (ВПК) Украины, заявили в Минобороны РФ в субботу.  ""Сегодня ночью в ответ на террористические атаки Украины по гражданским объектам на территории России Вооруженными Силами Российской Федерации нанесен массированный удар высокоточным оружием большой дальности наземного и воздушного базирования, ударными беспилотными летательными аппаратами по заводу, производящему беспилотные летательные аппараты дальнего действия, а также объектам энергетики, используемым в интересах военно-промышленного комплекса Украины"", - говорится в его сообщении.  В Минобороны заявили, что цели удара достигнуты. ""Все назначенные объекты поражены"", - отметили в министерстве."
887,В ЕС предложили создать фонд добровольной военной помощи Украине,В мире,enterprises_count,industrial_production_index,crime_count,crime_count;international_outflow;life_expectancy,enterprises_count,industrial_production_index,,international_outflow;life_expectancy,2,2,"Москва. 14 марта. INTERFAX.RU - В Евросоюзе предложили создать фонд для военных поставок Украине в размере от 20 до 40 млрд евро на основе добровольного участия, чтобы Венгрия не могла использовать право вето в отношении инициатив помощи Киеву, сообщает в пятницу портал Euractiv.  ""Странам-членам предлагают оказать военную помощь Украине в 2025 году, предварительно в размере не менее 20 млрд евро, а в перспективе до 40 млрд евро в зависимости от украинских потребностей"", - говорится в документе ЕС, попавшем в распоряжение Euractiv.  Согласно документу, в качестве первого шага этой инициативы лидерам предлагают договориться о выделении 5 млрд евро на 2 млн крупнокалиберных артиллерийских снарядов.  По новому плану финансовое участие каждой страны будет пропорционально её экономическому весу в ЕС. Сам Евросоюз будет считать своим вкладом 1,9 млрд евро, полученных в виде прибыли от замороже"
939,В Орловской области после атаки БПЛА произошло возгорание на объектах ТЭК,В России,crime_count,life_expectancy;mortality_rate,,crime_count;enterprises_count;industrial_production_index;life_expectancy,,mortality_rate,,enterprises_count;industrial_production_index,1,2,"Москва. 2 декабря. INTERFAX.RU - Пожар произошел после атаки беспилотников на топливно-энергетический комплекс в Ливенском районе Орловской области, сообщил глава региона Андрей Клычков.  ""Ночью Орловская область вновь подверглась атаке БПЛА, в результате которой произошло возгорание на объектах топливно-энергетического комплекса в Ливенском районе"", - написал он в своем телеграм-канале во вторник.  По информации губернатора пострадавших нет, на месте происшествия работают сотрудники МЧС."
