run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,ensemble_op,ensemble_left,ensemble_right,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news,ranking
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.40,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.40,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.45,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.45,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.50,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.50,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.55,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.55,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.60,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.60,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.65,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.65,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_bert_predictions_full_text_5df03950348d_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.70,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_bert_predictions_full_text_5df03950348d@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.70,ensemble,,context,780,22557,680,21877,100,30.523680649526387,0.030145852728642994,0.8717948717948718,0.058276556541114966,0.08048795473962614,0.055183568516363635,0.5967523680649527,1.0,0.747457627118644,441,739,405,0.9183673469387755,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.15__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.15,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.20__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.20,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.25__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.25,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.30__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.30,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.15__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.15,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.20__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.20,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.25__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.25,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.30__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.30,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19346,637,18709,143,26.178619756427604,0.032926703194458805,0.8166666666666667,0.06330120242472424,0.08690937059844851,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19347,637,18710,143,26.179972936400542,0.032925001292190004,0.8166666666666667,0.06329805733591692,0.08688419506153695,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__manual_dataset_prompt_search_best_balanced_recall_v2_0.10__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,manual_dataset_prompt_search_best_balanced_recall_v2@0.10,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19347,637,18710,143,26.179972936400542,0.032925001292190004,0.8166666666666667,0.06329805733591692,0.08688419506153695,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_OR__prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc_0.05__manual_dataset_bert_predictions_full_text_5df03950348d_0.10,,pairwise_ensemble,mixed,mixed,False,739,,True,,OR,prompt_search_full_balanced_recall_v2_gemma4-e2b_5df03950348d_e98b1a3c5abc@0.05,manual_dataset_bert_predictions_full_text_5df03950348d@0.10,ensemble,,context,780,19347,637,18710,143,26.179972936400542,0.032925001292190004,0.8166666666666667,0.06329805733591692,0.08688419506153695,0.059187244748238554,0.5967523680649527,1.0,0.747457627118644,441,739,392,0.8888888888888888,298,0,context_ensemble_micro_recall
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.70,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.70,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.75,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.75,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.80,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.80,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.85,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.85,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.90,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.90,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.40__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.95,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.40,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.95,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.70,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.70,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.75,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.75,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.80,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.80,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.85,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.85,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.90,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.90,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.45__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.95,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.45,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.95,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.70,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.70,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.75,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.75,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.80,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.80,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.85,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.85,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.90,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.90,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND___signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_default__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.95,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@default,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.95,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.70,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.70,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.75,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.75,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.80,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.80,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.85,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.85,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.90,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.90,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.05__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.95,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.05,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.95,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
ensemble_AND__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.10__ial_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial_0.70,,pairwise_ensemble,mixed,mixed,True,4,,True,,AND,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.10,v4_social_signal_experiment_v4_prompt_think_false_qwen36_35b_iq3_compact_b1_pilot30.partial@0.70,ensemble,,weak,4,1,1,0,3,0.25,1.0,0.25,0.4,0.3333333333333333,0.25,1.0,0.25,0.4,4,1,1,0.25,0,3,weak_ensemble_micro_f1
